mean_accel_x,mean_accel_y,mean_accel_z,mean_gyro_x,mean_gyro_y,mean_gyro_z,std_accel_x,std_accel_y,std_accel_z,std_gyro_x,std_gyro_y,std_gyro_z,max_accel_x,max_accel_y,max_accel_z,max_gyro_x,max_gyro_y,max_gyro_z,min_accel_x,min_accel_y,min_accel_z,min_gyro_x,min_gyro_y,min_gyro_z,mean_speed,pothole
-2.5514903210200184,1.0361814229818147,6.73492701231643,0.46610502828467804,-0.24682331156359796,0.5220589442547036,3.5874204737817315,1.6016968891670065,4.038874285892841,0.5244993863312557,0.3653106323352204,0.5915664366141399,2.1886192930680757,4.237176490257978,10.446590861552563,1.4272714268372033,0.15203376292043935,1.4656756914596851,-8.39500897742651,-0.5641162699757838,-0.28540464279483846,-0.05788867067397655,-0.908648785741052,-0.08587063314741959,35.861204859956295,1
-2.231366654156086,1.6142723278328845,8.856405231603548,0.5679832749488527,-0.5142643453490423,0.3987812920433254,2.904430047828142,2.556398644641546,1.2306891695201434,0.6574547736262882,0.6026145014476809,0.4646178476206697,0.2982737588800923,6.763378050130624,10.249260335004077,1.754590142214913,0.06852091287882653,1.1077338490836304,-8.090659214714593,-0.2958890834796488,6.956840662778725,-0.04756285662315454,-1.4620945235746836,-0.12127699918209799,38.5864830692188,1
-2.3661971616479445,1.6870577609243314,7.543512923319838,0.5711956869385133,-0.3265058448301228,0.5518103241045198,2.6980210819761896,1.8497503032971334,2.787045893225219,0.6847592251973894,0.4083792935226447,0.6315513132171205,0.15963382867774356,4.70864021940919,9.919478835090905,1.6591571084378889,0.04371497494514012,1.671297749150241,-8.334411180451443,-0.36591247399651466,1.099596726152595,-0.08750379090020828,-0.9843366082791085,-0.06998297729130533,33.758141450929784,1
-1.7024998044781783,1.4304641089218904,6.668524804001764,0.3162759380732795,-0.3675968420413879,0.7647194514601624,2.8899787833156294,2.380911970924973,3.6609462060478957,0.41201768933535166,0.5026035494371689,0.8372560833012892,1.2362788034192853,7.194398383788965,10.33047567459191,1.127750254177177,0.0493866436221858,2.169923641148367,-6.548573669593045,-0.9945188107979339,-0.37332309441035516,-0.023051990353389017,-1.2504600319373744,-0.05267070966041452,29.476444562763255,1
-3.9852809336207633,1.7493714252133146,7.227345052145928,0.3691282939663978,-0.6384195798427255,0.6437225897987343,4.228180542460301,2.6837014134364794,4.006694076354894,0.4853934328304463,0.7798759206739827,0.7234562638525217,0.3812390406063291,6.88347364263257,12.599904969406857,1.1780988835512372,0.12223177755056336,1.8321572206648344,-10.63886432224492,-0.3652074132844575,0.11177439629040364,-0.0482014427347256,-2.1531635944004512,-0.06206266956517007,38.19330581409044,1
-2.026124249413047,1.163825825346955,6.627243418149135,0.306219935169503,-0.5963581800283024,0.6222283001056056,2.687504541403254,1.6638696524660959,3.2453886092842374,0.4456123668350535,0.5962902954292784,0.6553028764383036,0.1398389317641511,4.319229538406453,9.732607388824059,1.429941350706911,-0.0035116796516569157,1.767103212631902,-7.032662113638086,-0.21869361855376993,1.446543685469862,-0.09977672294587935,-1.5018453519724817,-0.009540592063018187,32.21829900703078,1
-1.9201624781154414,1.7520650154368536,7.765818359121224,0.5624122672980257,-0.31818358887107534,0.4441809999893695,2.753602820417284,2.1682603187293528,2.335353796699239,0.6221670902446785,0.31722047512369234,0.5760716734731426,0.3528742733041114,6.008951744916975,10.101723045027917,1.8709739348397485,0.08131863555068419,1.9284715552095175,-7.000374985733663,-0.28522083172967394,3.4745887208683457,-0.02048347978960209,-0.7497382233077408,-0.006249647621690922,35.93766427942181,1
-2.2227088206533407,1.8686610726802457,8.244932557166987,0.5487596254109445,-0.5229863714127404,0.5051839517596939,2.694637694470591,2.399613025317654,3.3369967260363307,0.5848789292991066,0.5960556188600875,0.6292412682593277,0.037533625445293914,6.956755852487124,14.172879655558612,1.6467415646051382,0.03879155396604958,1.5963177624967346,-7.856697126237789,-0.1290619732715391,1.9028922407013038,-0.04011986764759876,-1.6954181344827344,-0.052444687357953726,35.44565819988229,1
-3.387176341588892,1.4856149374977972,5.933721846131961,0.39694520600469796,-0.4572739470097863,0.509566118985098,3.512999460417332,1.8497296371909777,4.407443698904831,0.4267774208651772,0.5700865092079741,0.6193515772236918,0.18797066261669904,4.4714690900558045,10.461607573878869,1.196041121091519,0.045411606649997605,1.9746088706122138,-8.416214952183728,-0.3188648481105368,-0.8318808343223605,0.028860838678567938,-1.598773979856884,-0.09829721718751679,38.252501641243214,1
-2.993087183476991,2.0396226029426967,7.084330497644515,0.5226070674638186,-0.6174980213439806,0.4683180285606026,3.1682194267402894,2.2736594374378702,3.186532104213336,0.5515108133039618,0.747337699153493,0.515338503543037,0.18189019436452714,5.55731073196713,10.488764939237603,1.4979080656429897,0.07013372760251191,1.332341439781122,-8.084004802367906,-0.35908857086976437,2.1733500294318038,-0.002253434004945392,-2.054436674783335,-0.0521569329220945,35.08982637797607,1
-2.8655286933223847,1.4926460806070165,5.96907106388587,0.5050722116846043,-0.6141881020227802,0.34246949343567556,3.1103383149096024,2.58354180787984,4.144961359659779,0.7074242832184813,0.7406896075215713,0.5407946708722967,0.4698036781581822,7.057910998956957,10.246469996687747,2.0617181410403926,0.13947419768878136,1.3953083497552017,-7.690190080489999,-1.769668116880199,-1.341986168847324,-0.09501320541324798,-1.9213520847512497,-0.16661442156189388,33.24754512812773,1
-1.8881979151854331,1.5006408236062097,7.019931911409129,0.30855082236190273,-0.5712619030488173,0.44625189978936425,2.6672951897274997,1.8204679261085934,2.915051492232127,0.32014519490334836,0.7372445216578634,0.5625848506300671,0.21121787684334048,4.936569832670593,10.157189358247804,0.7786485574734252,0.05543198810888218,1.6880428236343112,-8.132599423784528,-0.28873284122515613,2.920809628247603,-0.04508180540406617,-2.14417003705056,-0.08813080587909422,31.980810074936745,1
-2.1140123910791497,1.5754842908124922,6.804139324806165,0.6325536361812156,-0.4512351076579525,0.5388316319113998,2.3271884969753014,2.5033294337675285,3.0679015153593854,0.7258337928655946,0.6007575155702425,0.7236845352001308,0.2827345410016249,5.36737935102957,9.902112791135938,1.89337453030108,0.041381371439045245,2.1996306676880906,-6.091565327949603,-2.182440423272176,1.0811216637897356,-0.06734971523094548,-1.7878949362448038,-0.022011231115113772,31.130809971626615,1
-2.722769725125344,2.3673748963634162,6.818832408976476,0.5589997338911483,-0.3892342958637854,0.6088039689904956,3.165439333414755,2.833267393968217,3.9258433442570615,0.6257469339448314,0.47412043343374577,0.7309292235027862,0.4015960384217352,9.135412730725974,9.982397922827193,1.752414038177692,0.08351424430310067,2.090619834338926,-9.217164740696887,-0.12460807497686698,-0.6192437370999979,-0.06390976655040044,-1.3207612248355398,-0.06449698203132401,32.80063606176463,1
-2.3453596505252814,1.300517464923434,7.710103961711065,0.6689243310291045,-0.41320971029805753,0.42453406276426514,2.5758745680862805,1.5983027676125143,3.642284870630477,0.7294181257950082,0.6277609022095415,0.5048517479909705,0.20799528029001865,4.274583239727596,10.767864767845204,1.8531875785687986,0.28949620563425826,1.2843998151492748,-6.911431894888934,-0.12768838617127798,-1.598540231772155,-0.062351240264252705,-1.780121554134267,-0.037444625009352826,34.29070999014323,1
-2.0790575592003813,1.510252166601132,6.779452428334926,0.8275607569218701,-0.6178285930733205,0.6413065090035246,2.9221874682352076,1.756916715486059,3.5490232383296423,0.8688999079641158,0.6161477949759854,0.8446006363970249,0.4246262573976871,4.824055072593946,10.411444628718861,2.3005915024005352,0.05700449239987494,2.7913684040098437,-6.520448747836331,-0.15966933720943643,1.17854184255751,-0.035644229677951715,-1.6614832100117223,-0.10945834104204606,35.66279114465901,1
-2.3644401633849537,1.4831456528236406,7.265114540561387,0.5640998221085792,-0.4930015204531422,0.602537725652971,3.028783800476123,2.0637498255668265,4.647955529323635,0.609010382744914,0.5649242115575713,0.6458421152436138,0.3034552945695769,5.151920845125758,11.719090332430653,1.763019447172538,0.06560803973059635,1.6719778134536938,-8.752762466540997,-0.45776640580575956,-2.971366682571377,-0.03235147107273275,-1.5758409608474466,-0.05521610243890536,33.57931177665243,1
-3.2887409821834113,2.3601898618286627,7.95304465881672,0.43298886257008873,-0.4261410890987424,0.49132627552663044,3.659071354252859,2.5785607056790303,3.4959173615232597,0.4727711181883617,0.5259365586139014,0.522732128040956,0.23751383692857397,6.298006795043085,12.637430543919642,1.2507117574744182,0.09159651090941166,1.3080559866608408,-9.96017598026433,-0.2587960728492982,0.37215016264825884,-0.003832736729618504,-1.4824434971845966,-0.024565996588488747,34.2490572388823,1
-1.219766044473146,0.9696428742793035,7.075825939311342,0.5857617926096311,-0.3834642100300993,0.38322534576031575,1.644011154306636,1.6744507731022613,3.3804888803716886,0.6810334978766884,0.44119762461528184,0.4991019536925996,0.4125462617572664,5.00834057737128,10.368262201309314,1.6731076802043443,0.05836526258749193,1.216515282836056,-4.534235451687337,-0.2796389375756436,0.376096859593809,-0.09908918619136062,-1.2446776547839173,-0.07089886408442658,34.31530592489027,1
-2.8886272820962935,1.4496941749400143,7.814123357598366,0.5690309219750855,-0.3250673321655764,0.439646462230067,3.7787276310074294,1.7006697089341278,2.756356387124103,0.5644749514685851,0.46892059357707405,0.4120743373142699,0.17361859780705738,4.54571756607867,10.284589518472067,1.4754681996830137,0.005043786422622487,1.0573384252305815,-10.240956389405873,-0.33591000869536036,2.2900549495687446,0.0018785694360252587,-1.2896486226959776,-0.017672372365185405,34.01504183739567,1
-2.362091648040594,1.3008985423008077,7.914013702119094,0.5125533654336132,-0.7242685925930439,0.5150098779626757,2.584982063685507,1.471106313331032,2.8804100254221257,0.6740015356073195,0.7263800841214012,0.5372756083127002,0.217407025240542,3.9351094656593526,10.187133723533417,2.069505393024291,0.007794605236040335,1.2241871572974476,-6.0644330714360395,-0.14885759464108822,1.2592780960514394,-0.1294117951710762,-1.7537746464719133,-0.04067477914637829,32.01513454739085,1
-2.975421894927572,1.7819344292102837,8.020419245900476,0.5165351309004932,-0.33875043650650094,0.6435420135064038,2.9492847605602837,2.5375478634710436,2.6043360141273793,0.597269893075288,0.5939175124302758,0.6875674638008372,0.10833982255115515,7.12014779007194,10.161053009277552,1.8751567565385705,0.4533569336046068,1.8437242082189371,-6.430668607536192,-0.931768429731548,1.995571252609345,-0.018243523904337488,-1.1965820061220491,-0.03607048986266703,40.19466808583218,1
-3.566576946008921,1.588995729211441,8.278424461818668,0.5641043692729156,-0.6250338697542922,0.40400514237136226,4.0994990217350304,2.2467333503392326,2.950754197142306,0.6863968385984078,0.7045782726168014,0.4774710272584049,0.41875590715312483,6.422471322200917,11.004841006494765,1.9618990086972543,0.02524207831680933,1.3264924458582081,-11.525715162329375,-0.08427301026515197,1.990036557984773,0.028724394262691057,-1.9506846412300627,-0.068726437643026,31.331937193989084,1
-3.058034107718904,1.4639672062753022,6.5673368461787245,0.5045901519741446,-0.43691043208633584,0.45209688313796736,3.3641507257228462,2.0121216480253774,3.52109976250247,0.537724913726181,0.4532905835472053,0.48779659579393103,0.12988404600162917,5.123535983756762,10.096070822358618,1.3911513380987337,0.09069152125949795,1.2900903684374925,-8.314020753512505,-1.0337718641064733,0.9084602647464601,-0.03119459636890608,-1.1000984533044589,-0.01214019654004881,27.383245964293565,1
-1.861304755161445,1.4588703728241925,7.399411371615905,0.5024543087919117,-0.42520433316252026,0.33017929192545814,2.4739822530157674,1.9024946573947759,3.0805539648289684,0.5518854589107425,0.4645185319211591,0.4884614759209325,0.1396337398094305,6.4438505545168505,10.190994133411616,1.389240258891264,0.05239627827587611,1.4011189410853755,-6.493620158794036,-0.19706967780984477,1.42874092040078,-0.02573042686930604,-1.2425008202174002,-0.10180283720472856,31.472615785907397,1
-2.9461500761256816,1.040950040190824,6.308631967303735,0.4136018472391241,-0.4756787120525132,0.4084134673599367,3.1407990700746438,1.0590943418654122,3.783595538361432,0.5227829255369829,0.5725212897721115,0.4662427990638106,0.30591546422153354,2.612031368267664,9.906822165170746,1.7065046271709883,0.05963585900900628,1.441317820328473,-7.637969890484186,-0.14526962923329115,0.12431509637851867,-0.06513829986511115,-1.3890297140198893,-0.029882749801760373,39.76120055411862,1
-1.773468955826965,1.7386965610708072,7.757034300205953,0.4622912454155248,-0.5215335727483523,0.5927946361983772,2.342735770674639,2.1725991694887217,2.9650288777636016,0.5277431348030951,0.656264163693632,0.6419609174665099,0.17892697518470713,5.273040758843953,10.332662708057349,1.3349854153206544,0.027122190937484053,1.636617164106433,-6.466854614853146,-0.3564635889143739,0.9237475844137775,-0.09008816974224998,-2.033932923712608,-0.06733366462997618,34.15173451127534,1
